date,t2m,sp,rh,wind_speed,pwv,tp
2019/4/19 7:15,299.55,1003.67,53.55,5.66,39.56,1.00E-05
2019/4/19 7:30,299.2,1003.49,54.22,5.46,39.36,1.00E-05
2019/4/19 7:45,298.85,1003.31,54.9,5.27,39.3,1.00E-05
2019/4/19 8:00,298.49,1003.14,55.58,5.07,39.31,1.00E-05
2019/4/19 8:15,298.28,1003.11,56.6,4.84,38.91,1.00E-05
2019/4/19 8:30,298.07,1003.09,57.61,4.61,38.26,1.00E-05
2019/4/19 8:45,297.86,1003.06,58.63,4.37,37.25,1.00E-05
2019/4/19 9:00,297.65,1003.03,59.65,4.14,36.44,1.00E-05
2019/4/19 9:15,297.32,1003.29,61.32,3.74,36.39,1.00E-05
2019/4/19 9:30,296.99,1003.55,62.99,3.33,36.66,1.00E-05
2019/4/19 9:45,296.66,1003.81,64.66,2.92,37.14,1.00E-05
2019/4/19 10:00,296.32,1004.07,66.33,2.52,37.09,1.00E-05
2019/4/19 10:15,296.17,1004.11,67.24,2.44,37.25,1.00E-05
2019/4/19 10:30,296.01,1004.16,68.15,2.35,36.9,1.00E-05
2019/4/19 10:45,295.86,1004.21,69.07,2.27,36.18,1.00E-05
2019/4/19 11:00,295.7,1004.25,69.98,2.19,35.82,1.00E-05
2019/4/19 11:15,295.54,1004.47,70.63,2.14,35.98,1.00E-05
2019/4/19 11:30,295.37,1004.68,71.28,2.09,36.18,1.00E-05
2019/4/19 11:45,295.2,1004.9,71.93,2.04,36.09,1.00E-05
2019/4/19 12:00,295.03,1005.11,72.58,1.99,35.72,1.00E-05
2019/4/19 12:15,294.98,1005.26,73.09,2.03,35.75,1.00E-05
2019/4/19 12:30,294.93,1005.41,73.6,2.07,35.72,1.00E-05
2019/4/19 12:45,294.87,1005.57,74.11,2.11,35.52,1.00E-05
2019/4/19 13:00,294.82,1005.72,74.62,2.14,35.06,1.00E-05
2019/4/19 13:15,294.57,1005.74,75.25,2.18,34.9,1.00E-05
2019/4/19 13:30,294.31,1005.75,75.88,2.21,34.76,1.00E-05
2019/4/19 13:45,294.06,1005.77,76.51,2.25,34.36,1.00E-05
2019/4/19 14:00,293.81,1005.78,77.14,2.28,33.8,1.00E-05
2019/4/19 14:15,293.7,1005.78,77.83,2.21,33.71,1.00E-05
2019/4/19 14:30,293.59,1005.78,78.52,2.14,33.34,1.00E-05
2019/4/19 14:45,293.48,1005.78,79.21,2.07,33.01,1.00E-05
2019/4/19 15:00,293.37,1005.78,79.9,2,33.27,1.00E-05
2019/4/19 15:15,293.42,1005.81,80.59,1.91,34,1.00E-05
2019/4/19 15:30,293.47,1005.84,81.28,1.82,34.24,1.00E-05
2019/4/19 15:45,293.52,1005.86,81.97,1.72,34.32,1.00E-05
2019/4/19 16:00,293.57,1005.89,82.66,1.63,34.28,1.00E-05
2019/4/19 16:15,293.47,1005.8,83.17,1.72,33.9,1.00E-05
2019/4/19 16:30,293.38,1005.71,83.68,1.81,33.36,1.00E-05
2019/4/19 16:45,293.28,1005.62,84.2,1.9,32.77,1.00E-05
2019/4/19 17:00,293.18,1005.53,84.71,1.99,32.05,1.00E-05
2019/4/19 17:15,293.21,1005.45,85.1,2.01,31.44,1.00E-05
2019/4/19 17:30,293.23,1005.37,85.49,2.03,31.28,1.00E-05
2019/4/19 17:45,293.26,1005.29,85.88,2.05,31.33,1.00E-05
2019/4/19 18:00,293.29,1005.21,86.26,2.07,31.85,1.00E-05
2019/4/19 18:15,293.13,1005.11,86.74,2.06,32.6,1.00E-05
2019/4/19 18:30,292.96,1005.01,87.21,2.04,33.03,1.00E-05
2019/4/19 18:45,292.8,1004.91,87.69,2.03,33.16,1.00E-05
2019/4/19 19:00,292.64,1004.81,88.16,2.01,33.56,1.00E-05
2019/4/19 19:15,292.36,1004.75,88.6,1.93,34.01,1.00E-05
2019/4/19 19:30,292.08,1004.69,89.03,1.85,34.48,1.00E-05
2019/4/19 19:45,291.8,1004.63,89.47,1.77,34.66,1.00E-05
2019/4/19 20:00,291.52,1004.58,89.9,1.7,34.98,1.00E-05
2019/4/19 20:15,291.63,1004.52,90.33,1.76,35.41,1.00E-05
2019/4/19 20:30,291.73,1004.47,90.76,1.82,35.58,1.00E-05
2019/4/19 20:45,291.83,1004.42,91.19,1.88,36.02,1.00E-05
2019/4/19 21:00,291.94,1004.37,91.62,1.94,36.37,1.00E-05
2019/4/19 21:15,292.2,1004.45,91.56,2.08,37.05,1.00E-05
2019/4/19 21:30,292.46,1004.52,91.5,2.21,37.01,1.00E-05
2019/4/19 21:45,292.72,1004.6,91.44,2.34,36.83,1.00E-05
2019/4/19 22:00,292.98,1004.68,91.38,2.47,36.96,1.00E-05
2019/4/19 22:15,292.96,1004.73,91.18,2.5,37.61,1.00E-05
2019/4/19 22:30,292.93,1004.79,90.99,2.53,38.26,1.00E-05
2019/4/19 22:45,292.9,1004.84,90.8,2.57,38.61,1.00E-05
2019/4/19 23:00,292.87,1004.89,90.61,2.6,38.76,1.00E-05
2019/4/19 23:15,292.85,1005.05,89.19,2.6,38.76,1.00E-05
2019/4/19 23:30,292.83,1005.2,87.77,2.59,38.79,1.00E-05
2019/4/19 23:45,292.8,1005.35,86.35,2.59,38.65,1.00E-05
2019/4/20 0:00,292.78,1005.5,84.93,2.58,36.39,1.00E-05
2019/4/20 0:15,292.77,1005.47,83.29,2.59,36.25,1.00E-05
2019/4/20 0:30,292.76,1005.44,81.66,2.6,36.07,1.00E-05
2019/4/20 0:45,292.76,1005.41,80.02,2.6,35.95,1.00E-05
2019/4/20 1:00,292.75,1005.38,78.39,2.61,35.83,1.00E-05
2019/4/20 1:15,293.48,1005.41,76.96,2.73,35.56,1.00E-05
2019/4/20 1:30,294.21,1005.43,75.54,2.85,35.1,1.00E-05
2019/4/20 1:45,294.94,1005.46,74.11,2.97,34.62,1.00E-05
2019/4/20 2:00,295.67,1005.49,72.69,3.09,34.66,1.00E-05
2019/4/20 2:15,295.64,1005.4,72.14,3.12,34.9,1.00E-05
2019/4/20 2:30,295.62,1005.32,71.6,3.16,34.96,1.00E-05
2019/4/20 2:45,295.59,1005.23,71.05,3.2,34.43,1.00E-05
2019/4/20 3:00,295.56,1005.14,70.51,3.24,34.36,1.00E-05
2019/4/20 3:15,295.64,1005.04,69.94,3.21,34.7,1.00E-05
2019/4/20 3:30,295.71,1004.93,69.38,3.17,34.7,1.00E-05
2019/4/20 3:45,295.78,1004.83,68.81,3.14,34.27,1.00E-05
2019/4/20 4:00,295.85,1004.73,68.25,3.11,34.35,1.00E-05
2019/4/20 4:15,296.39,1004.63,67.51,3,34.49,1.00E-05
2019/4/20 4:30,296.93,1004.54,66.77,2.88,34.59,1.00E-05
2019/4/20 4:45,297.47,1004.45,66.03,2.77,35.34,1.00E-05
2019/4/20 5:00,298.01,1004.35,65.29,2.66,36.6,1.00E-05
2019/4/20 5:15,298,1004.08,65.3,2.52,37.03,0.01
2019/4/20 5:30,297.98,1003.8,65.3,2.37,37.26,0.02
2019/4/20 5:45,297.96,1003.53,65.3,2.23,37.87,0.02
2019/4/20 6:00,297.94,1003.25,65.31,2.09,38.68,0.03
2019/4/20 6:15,297.94,1003.13,65.49,2.07,38.89,0.03
2019/4/20 6:30,297.93,1003.02,65.68,2.05,39.34,0.02
2019/4/20 6:45,297.93,1002.9,65.87,2.03,39.66,0.02
2019/4/20 7:00,297.92,1002.78,66.05,2.01,40.27,0.01
2019/4/20 7:15,297.84,1002.53,66.22,2.1,41.2,0.02
2019/4/20 7:30,297.76,1002.28,66.39,2.19,42.04,0.02
2019/4/20 7:45,297.68,1002.03,66.55,2.28,42.89,0.03
2019/4/20 8:00,297.6,1001.78,66.72,2.36,43.8,0.03
2019/4/20 8:15,297.71,1001.76,66.94,2.37,44.04,0.03
2019/4/20 8:30,297.81,1001.74,67.16,2.37,43.5,0.03
2019/4/20 8:45,297.92,1001.72,67.38,2.38,42.93,0.02
2019/4/20 9:00,298.02,1001.7,67.6,2.38,42.39,0.02
2019/4/20 9:15,297.62,1001.86,68.73,2.12,42.23,0.02
2019/4/20 9:30,297.22,1002.01,69.87,1.86,42.46,0.03
2019/4/20 9:45,296.81,1002.16,71.01,1.6,42.88,0.03
2019/4/20 10:00,296.41,1002.31,72.14,1.34,42.5,0.03
2019/4/20 10:15,296.22,1002.39,72.98,1.45,42.32,0.11
2019/4/20 10:30,296.02,1002.46,73.82,1.56,42.34,0.19
2019/4/20 10:45,295.83,1002.54,74.67,1.67,42.39,0.27
2019/4/20 11:00,295.63,1002.61,75.51,1.78,42.55,0.35
2019/4/20 11:15,295.64,1002.74,76.29,1.81,42.96,0.3
2019/4/20 11:30,295.65,1002.86,77.08,1.84,43.17,0.25
2019/4/20 11:45,295.66,1002.99,77.87,1.87,43.73,0.2
2019/4/20 12:00,295.66,1003.11,78.65,1.9,43.77,0.15
2019/4/20 12:15,295.68,1003.46,78.76,2.07,43.93,0.12
2019/4/20 12:30,295.71,1003.8,78.86,2.23,44.35,0.09
2019/4/20 12:45,295.73,1004.15,78.96,2.4,44.73,0.06
2019/4/20 13:00,295.75,1004.49,79.07,2.57,44.24,0.03
2019/4/20 13:15,295.69,1004.53,79.18,2.7,44.43,0.03
2019/4/20 13:30,295.64,1004.57,79.3,2.84,44.62,0.02
2019/4/20 13:45,295.58,1004.61,79.42,2.97,45.09,0.02
2019/4/20 14:00,295.53,1004.65,79.53,3.1,45.26,0.01
2019/4/20 14:15,295.35,1004.71,79.35,3.11,45.68,0.01
2019/4/20 14:30,295.17,1004.78,79.16,3.12,45.92,0.01
2019/4/20 14:45,294.99,1004.84,78.97,3.12,46.24,1.00E-05
2019/4/20 15:00,294.81,1004.91,78.79,3.13,46.67,1.00E-05
2019/4/20 15:15,294.8,1004.88,78.88,3.06,47.67,1.00E-05
2019/4/20 15:30,294.8,1004.86,78.98,2.98,48.66,1.00E-05
2019/4/20 15:45,294.79,1004.83,79.07,2.91,48.39,1.00E-05
2019/4/20 16:00,294.79,1004.8,79.17,2.83,48.23,1.00E-05
2019/4/20 16:15,294.64,1004.71,79.49,2.77,48.39,1.00E-05
2019/4/20 16:30,294.49,1004.61,79.82,2.71,48.77,1.00E-05
2019/4/20 16:45,294.34,1004.52,80.14,2.65,48.97,1.00E-05
2019/4/20 17:00,294.19,1004.42,80.47,2.59,49.05,1.00E-05
2019/4/20 17:15,294.19,1004.32,80.93,2.56,49.41,1.00E-05
2019/4/20 17:30,294.18,1004.22,81.39,2.52,49.57,0.01
2019/4/20 17:45,294.17,1004.12,81.85,2.49,49.29,0.01
2019/4/20 18:00,294.16,1004.01,82.32,2.46,49.61,0.01
2019/4/20 18:15,294.08,1003.88,82.9,2.46,49.49,0.04
2019/4/20 18:30,294,1003.74,83.49,2.46,49.06,0.06
2019/4/20 18:45,293.92,1003.61,84.08,2.46,48.57,0.09
2019/4/20 19:00,293.84,1003.47,84.67,2.46,48.2,0.11
2019/4/20 19:15,293.67,1003.43,85.23,2.5,47.49,0.1
2019/4/20 19:30,293.5,1003.39,85.8,2.53,46.95,0.09
2019/4/20 19:45,293.34,1003.35,86.36,2.56,46.85,0.07
2019/4/20 20:00,293.17,1003.31,86.93,2.6,47.24,0.06
2019/4/20 20:15,293.2,1003.35,87.46,2.61,47.64,0.05
2019/4/20 20:30,293.24,1003.4,87.99,2.62,47.69,0.04
2019/4/20 20:45,293.27,1003.45,88.51,2.63,47.2,0.03
2019/4/20 21:00,293.31,1003.5,89.04,2.64,46.94,0.02
2019/4/20 21:15,293.18,1003.66,89.31,2.83,47.08,0.04
2019/4/20 21:30,293.06,1003.83,89.57,3.03,46.78,0.07
2019/4/20 21:45,292.93,1003.99,89.83,3.23,46.52,0.09
2019/4/20 22:00,292.8,1004.16,90.09,3.42,46.22,0.11
2019/4/20 22:15,292.77,1004.39,90.05,3.42,46.64,0.14
2019/4/20 22:30,292.73,1004.63,90.01,3.41,46.99,0.16
2019/4/20 22:45,292.69,1004.86,89.96,3.4,47.3,0.19
2019/4/20 23:00,292.65,1005.09,89.92,3.4,47.06,0.21
2019/4/20 23:15,292.64,1005.23,89.86,3.44,47.38,0.21
2019/4/20 23:30,292.62,1005.37,89.81,3.48,47.55,0.21
2019/4/20 23:45,292.61,1005.5,89.75,3.52,47.9,0.21
2019/4/21 0:00,292.59,1005.64,89.69,3.56,46.62,0.21
2019/4/21 0:15,292.58,1005.88,89.59,3.65,46.7,0.25
2019/4/21 0:30,292.56,1006.11,89.48,3.74,46.55,0.3
2019/4/21 0:45,292.54,1006.35,89.38,3.83,46.43,0.34
2019/4/21 1:00,292.53,1006.59,89.28,3.92,46.19,0.38
2019/4/21 1:15,292.57,1006.67,89.28,4.02,45.95,0.47
2019/4/21 1:30,292.62,1006.76,89.29,4.12,45.81,0.55
2019/4/21 1:45,292.66,1006.84,89.29,4.22,45.55,0.64
2019/4/21 2:00,292.71,1006.92,89.3,4.32,46.06,0.73
2019/4/21 2:15,292.65,1006.95,89.1,4.34,46.09,0.78
2019/4/21 2:30,292.59,1006.97,88.9,4.35,45.9,0.83
2019/4/21 2:45,292.53,1006.99,88.71,4.37,45.39,0.88
2019/4/21 3:00,292.47,1007.02,88.51,4.39,45.31,0.93
2019/4/21 3:15,292.29,1007.01,88.5,4.33,45.61,1.03
2019/4/21 3:30,292.11,1007,88.49,4.27,45.8,1.13
2019/4/21 3:45,291.94,1006.99,88.48,4.22,45.85,1.22
2019/4/21 4:00,291.76,1006.98,88.47,4.16,45.43,1.32
2019/4/21 4:15,291.91,1006.95,88.65,4.13,44.58,1.27
2019/4/21 4:30,292.06,1006.91,88.83,4.1,43.88,1.23
2019/4/21 4:45,292.2,1006.88,89.01,4.06,43.55,1.18
2019/4/21 5:00,292.35,1006.85,89.19,4.03,43.9,1.13
2019/4/21 5:15,292.17,1006.73,89.23,4.04,43.71,1.12
2019/4/21 5:30,291.99,1006.61,89.27,4.04,43.46,1.11
2019/4/21 5:45,291.81,1006.49,89.31,4.05,42.95,1.09
2019/4/21 6:00,291.63,1006.37,89.35,4.06,42.52,1.08
2019/4/21 6:15,291.62,1006.29,88.96,4.14,42.14,0.83
2019/4/21 6:30,291.61,1006.21,88.57,4.22,42.17,0.59
2019/4/21 6:45,291.61,1006.13,88.18,4.3,41.84,0.34
2019/4/21 7:00,291.6,1006.04,87.79,4.39,41.86,0.09
2019/4/21 7:15,291.52,1005.85,87.07,4.5,41.75,0.07
2019/4/21 7:30,291.43,1005.65,86.35,4.62,41.45,0.05
2019/4/21 7:45,291.35,1005.45,85.64,4.73,41.45,0.02
2019/4/21 8:00,291.27,1005.25,84.92,4.85,42.03,1.00E-05
2019/4/21 8:15,291.4,1005.25,84.55,4.83,42.16,1.00E-05
2019/4/21 8:30,291.53,1005.24,84.17,4.81,41.78,1.00E-05
2019/4/21 8:45,291.65,1005.24,83.8,4.8,41.23,1.00E-05
2019/4/21 9:00,291.78,1005.23,83.42,4.78,41.05,1.00E-05
2019/4/21 9:15,291.7,1005.42,83.23,4.55,41.21,1.00E-05
2019/4/21 9:30,291.61,1005.61,83.03,4.32,41.63,1.00E-05
2019/4/21 9:45,291.52,1005.8,82.84,4.1,42.05,1.00E-05
2019/4/21 10:00,291.44,1005.98,82.65,3.87,41.61,1.00E-05
2019/4/21 10:15,291.5,1006.21,82.81,3.79,41.19,1.00E-05
2019/4/21 10:30,291.56,1006.43,82.97,3.71,41,1.00E-05
2019/4/21 10:45,291.62,1006.65,83.13,3.63,41.06,1.00E-05
2019/4/21 11:00,291.68,1006.87,83.29,3.55,40.76,1.00E-05
2019/4/21 11:15,291.73,1006.95,83.27,3.51,40.81,1.00E-05
2019/4/21 11:30,291.78,1007.03,83.26,3.46,40.84,1.00E-05
2019/4/21 11:45,291.84,1007.11,83.24,3.42,40.83,1.00E-05
2019/4/21 12:00,291.89,1007.18,83.22,3.37,40.74,1.00E-05
2019/4/21 12:15,291.9,1007.36,83.19,3.33,41,1.00E-05
2019/4/21 12:30,291.91,1007.55,83.16,3.28,41,1.00E-05
2019/4/21 12:45,291.92,1007.73,83.13,3.24,40.85,1.00E-05
2019/4/21 13:00,291.93,1007.91,83.11,3.19,40.68,1.00E-05
2019/4/21 13:15,291.93,1007.87,83.24,3.12,40.79,1.00E-05
2019/4/21 13:30,291.94,1007.83,83.38,3.04,40.68,1.00E-05
2019/4/21 13:45,291.94,1007.79,83.52,2.96,40.75,1.00E-05
2019/4/21 14:00,291.94,1007.76,83.66,2.89,40.93,1.00E-05
2019/4/21 14:15,291.82,1007.78,83.79,2.88,41.52,1.00E-05
2019/4/21 14:30,291.7,1007.8,83.92,2.86,41.53,1.00E-05
2019/4/21 14:45,291.58,1007.83,84.06,2.85,41.97,1.00E-05
2019/4/21 15:00,291.46,1007.85,84.19,2.84,41.95,1.00E-05
2019/4/21 15:15,291.49,1007.8,84.42,2.77,42,1.00E-05
2019/4/21 15:30,291.53,1007.75,84.66,2.71,41.83,1.00E-05
2019/4/21 15:45,291.56,1007.7,84.89,2.64,41.4,1.00E-05
2019/4/21 16:00,291.59,1007.65,85.12,2.57,41.23,1.00E-05
2019/4/21 16:15,291.56,1007.58,85.34,2.6,40.77,0.01
2019/4/21 16:30,291.52,1007.52,85.55,2.62,40.14,0.01
2019/4/21 16:45,291.49,1007.46,85.76,2.65,39.38,0.02
2019/4/21 17:00,291.46,1007.4,85.97,2.67,38.92,0.02
2019/4/21 17:15,291.45,1007.25,86.15,2.7,39.08,0.03
2019/4/21 17:30,291.45,1007.11,86.34,2.73,39.9,0.04
2019/4/21 17:45,291.44,1006.96,86.52,2.76,40.36,0.04
2019/4/21 18:00,291.43,1006.82,86.7,2.79,40.99,0.05
2019/4/21 18:15,291.42,1006.8,86.85,2.8,41.07,0.07
2019/4/21 18:30,291.41,1006.78,87,2.8,41.15,0.1
2019/4/21 18:45,291.39,1006.76,87.15,2.81,40.9,0.12
2019/4/21 19:00,291.38,1006.74,87.3,2.81,40.69,0.14
2019/4/21 19:15,291.32,1006.7,87.56,2.85,40.34,0.11
2019/4/21 19:30,291.26,1006.67,87.81,2.88,40.29,0.08
2019/4/21 19:45,291.2,1006.64,88.06,2.92,40.05,0.05
2019/4/21 20:00,291.14,1006.6,88.31,2.95,40.19,0.02
2019/4/21 20:15,291.11,1006.52,88.52,2.92,40.39,0.02
2019/4/21 20:30,291.09,1006.43,88.74,2.88,40.43,0.02
2019/4/21 20:45,291.07,1006.35,88.95,2.85,40.41,0.01
2019/4/21 21:00,291.05,1006.27,89.16,2.82,40.36,0.01
2019/4/21 21:15,291.08,1006.31,90.1,2.86,40.16,0.01
2019/4/21 21:30,291.11,1006.36,91.05,2.9,39.73,0.02
2019/4/21 21:45,291.13,1006.41,92,2.94,39.43,0.02
2019/4/21 22:00,291.16,1006.45,92.95,2.99,39.72,0.02
2019/4/21 22:15,291.15,1006.51,92.85,2.83,40.4,0.02
2019/4/21 22:30,291.14,1006.57,92.75,2.67,40.86,0.02
2019/4/21 22:45,291.13,1006.63,92.65,2.52,41.11,0.02
2019/4/21 23:00,291.12,1006.69,92.55,2.36,41.07,0.02
2019/4/21 23:15,291.11,1006.87,92.36,2.15,40.88,0.2
2019/4/21 23:30,291.1,1007.05,92.16,1.94,41.1,0.38
2019/4/21 23:45,291.09,1007.23,91.97,1.73,41.12,0.56
2019/4/22 0:00,291.08,1007.42,91.78,1.52,42.27,0.74
2019/4/22 0:15,291.02,1007.49,91.82,1.42,41.85,1.03
2019/4/22 0:30,290.97,1007.56,91.87,1.32,41.83,1.32
2019/4/22 0:45,290.91,1007.63,91.91,1.22,41.85,1.6
2019/4/22 1:00,290.85,1007.71,91.95,1.13,41.81,1.89
2019/4/22 1:15,290.91,1007.86,91.92,1.09,42.08,1.88
2019/4/22 1:30,290.96,1008.02,91.89,1.06,42.29,1.87
2019/4/22 1:45,291.02,1008.18,91.85,1.02,42.35,1.85
2019/4/22 2:00,291.07,1008.34,91.82,0.99,42.76,1.84
2019/4/22 2:15,291.01,1008.29,91.44,0.88,42.92,1.64
2019/4/22 2:30,290.95,1008.23,91.06,0.77,43.06,1.44
2019/4/22 2:45,290.89,1008.18,90.68,0.67,43.32,1.24
2019/4/22 3:00,290.83,1008.13,90.3,0.56,43.98,1.04
2019/4/22 3:15,290.9,1008.01,89.93,0.59,44.27,1.12
2019/4/22 3:30,290.96,1007.9,89.56,0.62,44.22,1.21
2019/4/22 3:45,291.03,1007.78,89.19,0.65,43.93,1.29
2019/4/22 4:00,291.09,1007.66,88.82,0.68,43.56,1.37
2019/4/22 4:15,291.37,1007.39,88.66,0.83,43.29,1.14
2019/4/22 4:30,291.64,1007.12,88.5,0.99,43.04,0.91
2019/4/22 4:45,291.92,1006.85,88.34,1.14,43.28,0.67
2019/4/22 5:00,292.19,1006.57,88.18,1.3,43.93,0.44
2019/4/22 5:15,292.22,1006.52,87.87,1.37,43.21,0.8
2019/4/22 5:30,292.24,1006.47,87.57,1.45,42.54,1.16
2019/4/22 5:45,292.26,1006.42,87.26,1.53,42.1,1.52
2019/4/22 6:00,292.28,1006.37,86.95,1.61,41.43,1.88
2019/4/22 6:15,292.32,1006.21,86.99,1.54,40.86,1.42
2019/4/22 6:30,292.35,1006.05,87.03,1.48,40.24,0.97
2019/4/22 6:45,292.38,1005.88,87.07,1.42,39.51,0.51
2019/4/22 7:00,292.42,1005.72,87.11,1.36,39.69,0.05
2019/4/22 7:15,292.35,1005.64,87.23,1.29,39.7,0.07
2019/4/22 7:30,292.29,1005.55,87.36,1.23,39.53,0.08
2019/4/22 7:45,292.23,1005.47,87.49,1.16,39.45,0.1
2019/4/22 8:00,292.16,1005.38,87.62,1.09,39.56,0.11
2019/4/22 8:15,292.18,1005.28,87.52,1.12,39.18,0.08
2019/4/22 8:30,292.19,1005.18,87.41,1.15,38.52,0.06
2019/4/22 8:45,292.2,1005.08,87.3,1.18,37.99,0.03
2019/4/22 9:00,292.22,1004.97,87.2,1.21,38.18,1.00E-05
2019/4/22 9:15,292.03,1005.19,87.28,1.29,38.29,0.07
2019/4/22 9:30,291.84,1005.41,87.36,1.36,39.22,0.14
2019/4/22 9:45,291.65,1005.63,87.45,1.44,39.75,0.21
2019/4/22 10:00,291.46,1005.85,87.53,1.52,39.43,0.28
2019/4/22 10:15,291.53,1005.91,88.03,1.49,39.34,0.26
2019/4/22 10:30,291.59,1005.97,88.53,1.46,39.18,0.24
2019/4/22 10:45,291.66,1006.03,89.03,1.44,39.35,0.22
2019/4/22 11:00,291.73,1006.09,89.52,1.41,39.32,0.2
2019/4/22 11:15,291.78,1006.19,89.84,1.4,39.47,0.33
2019/4/22 11:30,291.82,1006.29,90.16,1.39,39.56,0.45
2019/4/22 11:45,291.87,1006.38,90.48,1.38,39.61,0.57
2019/4/22 12:00,291.91,1006.48,90.81,1.38,39.44,0.7
2019/4/22 12:15,291.96,1006.71,90.96,1.36,39.54,0.73
2019/4/22 12:30,292.01,1006.93,91.12,1.35,39.87,0.77
2019/4/22 12:45,292.06,1007.16,91.28,1.34,40.09,0.81
2019/4/22 13:00,292.11,1007.39,91.43,1.33,39.89,0.84
2019/4/22 13:15,292.14,1007.44,91.56,1.3,40.07,0.79
2019/4/22 13:30,292.17,1007.49,91.69,1.27,39.72,0.73
2019/4/22 13:45,292.2,1007.54,91.82,1.25,39.35,0.68
2019/4/22 14:00,292.23,1007.58,91.94,1.22,39.09,0.62
2019/4/22 14:15,292.15,1007.52,92.11,1.18,38.8,0.53
2019/4/22 14:30,292.08,1007.45,92.28,1.14,38.72,0.44
2019/4/22 14:45,292,1007.39,92.44,1.1,38.74,0.35
2019/4/22 15:00,291.93,1007.32,92.61,1.06,38.53,0.26
2019/4/22 15:15,291.9,1007.24,92.79,1.01,38.31,0.2
2019/4/22 15:30,291.88,1007.17,92.97,0.96,38.61,0.13
2019/4/22 15:45,291.85,1007.09,93.16,0.91,38.87,0.07
2019/4/22 16:00,291.83,1007.01,93.34,0.86,39.05,1.00E-05
2019/4/22 16:15,291.83,1006.91,93.6,0.97,38.89,1.00E-05
2019/4/22 16:30,291.83,1006.81,93.86,1.07,38.7,1.00E-05
2019/4/22 16:45,291.83,1006.72,94.12,1.18,38.37,1.00E-05
2019/4/22 17:00,291.83,1006.62,94.39,1.29,38.38,1.00E-05
2019/4/22 17:15,291.9,1006.55,94.56,1.44,38.48,1.00E-05
2019/4/22 17:30,291.97,1006.48,94.73,1.58,38.41,1.00E-05
2019/4/22 17:45,292.04,1006.41,94.9,1.73,38.22,1.00E-05
2019/4/22 18:00,292.11,1006.34,95.07,1.88,37.99,1.00E-05
2019/4/22 18:15,292.12,1006.35,95.07,1.94,38.01,1.00E-05
2019/4/22 18:30,292.14,1006.37,95.07,2,38.02,1.00E-05
2019/4/22 18:45,292.16,1006.38,95.06,2.06,37.83,1.00E-05
2019/4/22 19:00,292.18,1006.39,95.06,2.11,37.82,1.00E-05
2019/4/22 19:15,292.17,1006.37,95.12,2.07,37.79,1.00E-05
2019/4/22 19:30,292.16,1006.35,95.19,2.03,37.98,1.00E-05
2019/4/22 19:45,292.15,1006.33,95.25,1.99,38.1,1.00E-05
2019/4/22 20:00,292.14,1006.31,95.31,1.94,38.22,1.00E-05
2019/4/22 20:15,292.12,1006.32,95.48,1.81,38.07,1.00E-05
2019/4/22 20:30,292.1,1006.32,95.65,1.68,38.11,1.00E-05
2019/4/22 20:45,292.07,1006.33,95.82,1.55,38.4,1.00E-05
2019/4/22 21:00,292.05,1006.34,95.98,1.42,38.36,1.00E-05
2019/4/22 21:15,292.12,1006.38,96.87,1.43,38.13,1.00E-05
2019/4/22 21:30,292.19,1006.43,97.76,1.44,37.65,1.00E-05
2019/4/22 21:45,292.25,1006.48,98.64,1.45,37.41,1.00E-05
2019/4/22 22:00,292.32,1006.52,99.53,1.46,37.64,1.00E-05
2019/4/22 22:15,292.36,1006.72,99.44,1.45,37.99,1.00E-05
2019/4/22 22:30,292.41,1006.91,99.35,1.44,38.28,1.00E-05
2019/4/22 22:45,292.45,1007.1,99.26,1.43,38.36,1.00E-05
2019/4/22 23:00,292.49,1007.29,99.17,1.42,37.97,1.00E-05
2019/4/22 23:15,292.51,1007.27,98.73,1.29,37.73,1.00E-05
2019/4/22 23:30,292.52,1007.26,98.28,1.17,37.98,1.00E-05
2019/4/22 23:45,292.53,1007.24,97.84,1.04,37.98,1.00E-05
2019/4/23 0:00,292.55,1007.22,97.39,0.92,37.62,1.00E-05
2019/4/23 0:15,292.64,1007.25,95.46,0.93,37.47,1.00E-05
2019/4/23 0:30,292.72,1007.28,93.52,0.94,37.27,1.00E-05
2019/4/23 0:45,292.81,1007.31,91.58,0.95,36.93,1.00E-05
2019/4/23 1:00,292.9,1007.34,89.64,0.97,36.35,1.00E-05
2019/4/23 1:15,293.46,1007.25,86.58,1.13,35.31,1.00E-05
2019/4/23 1:30,294.01,1007.16,83.52,1.29,34.43,1.00E-05
2019/4/23 1:45,294.57,1007.08,80.46,1.46,34.04,1.00E-05
2019/4/23 2:00,295.12,1006.99,77.4,1.62,34.11,1.00E-05
2019/4/23 2:15,295.14,1006.93,75.96,1.6,33.81,1.00E-05
2019/4/23 2:30,295.15,1006.87,74.52,1.57,33.35,1.00E-05
2019/4/23 2:45,295.17,1006.81,73.08,1.55,33.35,1.00E-05
2019/4/23 3:00,295.19,1006.75,71.64,1.52,33.98,1.00E-05
2019/4/23 3:15,295.15,1006.75,71.21,1.42,33.97,1.00E-05
2019/4/23 3:30,295.12,1006.74,70.77,1.31,33.38,1.00E-05
2019/4/23 3:45,295.08,1006.74,70.33,1.2,32.75,1.00E-05
2019/4/23 4:00,295.05,1006.74,69.9,1.09,32.3,1.00E-05
2019/4/23 4:15,295.35,1006.57,69.35,1.23,31.89,1.00E-05
